customer_id,entity_type,customer_name,jurisdiction,industry,account_open_date,last_kyc_review_date,risk_rating
C6333,LEGAL_ENTITY,Clearpath Foods Inc,US,Energy,2018-11-10,2023-07-29,Low
C6334,INDIVIDUAL,Mia Dubois,US,FinTech,2017-05-04,2024-06-21,Medium
C6335,INDIVIDUAL,Naomi Dubois,US,Media,2019-12-17,2023-07-29,Low
C6336,LEGAL_ENTITY,Crown Foods Inc,US,Energy Trading,2020-03-14,2023-07-29,Low
C6337,LEGAL_ENTITY,Evergreen Foods SA,EU,Energy Trading,2019-06-13,2024-06-21,Medium
C6338,INDIVIDUAL,Nathan Dubois,US,Software,2017-07-08,2024-06-21,Medium
C6339,INDIVIDUAL,Nina Dubois,EU,Retail,2023-08-07,2025-05-16,High
C6340,INDIVIDUAL,Noah Dubois,US,Agribusiness,2023-11-19,2024-06-21,Medium
C6341,INDIVIDUAL,Oliver Dubois,US,Construction,2019-01-21,2025-05-16,High
C6342,INDIVIDUAL,Olivia Dubois,US,Professional Services,2023-12-17,2023-07-29,Low
C6343,INDIVIDUAL,Oscar Dubois,EU,Media,2025-11-13,2023-07-29,Low
C6344,LEGAL_ENTITY,Falcon Foods SPC,Offshore,Agribusiness,2019-11-04,2023-07-29,Low
C6345,INDIVIDUAL,Priya Dubois,US,Energy Trading,2018-01-13,2025-05-16,High
C6346,INDIVIDUAL,Quinn Dubois,US,Mining Services,2025-07-15,2023-07-29,Low
C6347,INDIVIDUAL,Rafael Dubois,US,Energy Trading,2025-08-11,2024-06-21,Medium
C6348,INDIVIDUAL,Rachel Dubois,US,Import/Export,2017-12-13,2023-07-29,Low
C6349,INDIVIDUAL,Ruby Dubois,EU,Agribusiness,2020-12-22,2023-07-29,Low
C6350,INDIVIDUAL,Sofia Dubois,US,Wholesale Trade,2021-01-16,2023-07-29,Low
C6351,INDIVIDUAL,Stella Dubois,UK,Media,2018-11-09,2023-07-29,Low
C6352,INDIVIDUAL,Thomas Dubois,EU,Healthcare,2021-08-14,2023-07-29,Low
C6353,INDIVIDUAL,Valeria Dubois,US,Telecom,2021-08-30,2023-07-29,Low
C6354,INDIVIDUAL,Victor Dubois,UK,Hospitality,2016-12-30,2023-07-29,Low
C6355,LEGAL_ENTITY,Fortress Foods Corp,US,Retail,2018-01-16,2023-07-29,Low
C6356,INDIVIDUAL,Zoe Dubois,UK,Healthcare,2019-05-08,2024-06-21,Medium
C6357,INDIVIDUAL,Aaron Evans,Offshore,Insurance Brokerage,2021-11-29,2023-07-29,Low
C6358,INDIVIDUAL,Alice Evans,EU,Luxury Goods,2020-02-29,2025-05-16,High
C6359,INDIVIDUAL,Amelia Evans,US,FinTech,2024-01-02,2023-07-29,Low
C6360,INDIVIDUAL,Andre Evans,US,Wholesale Trade,2022-08-25,2024-06-21,Medium
C6361,INDIVIDUAL,Angela Evans,UK,Wholesale Trade,2020-12-14,2023-07-29,Low
C6362,INDIVIDUAL,Anita Evans,Offshore,Retail,2020-01-20,2023-07-29,Low
C6363,LEGAL_ENTITY,Harbor Foods GmbH,EU,Construction,2022-01-18,2025-05-16,High
C6364,LEGAL_ENTITY,Highland Foods LLC,US,Logistics,2025-05-13,2025-05-16,High
C6365,INDIVIDUAL,Arthur Evans,US,Construction,2016-08-26,2023-07-29,Low
C6366,LEGAL_ENTITY,Ironwood Foods SA,EU,Energy,2024-06-30,2023-07-29,Low
C6367,LEGAL_ENTITY,Keystone Foods GmbH,EU,Luxury Goods,2016-09-20,2023-07-29,Low
C6368,INDIVIDUAL,Bianca Evans,Offshore,Insurance Brokerage,2025-05-19,2024-06-21,Medium
C6369,INDIVIDUAL,Caleb Evans,EU,Software,2025-10-18,2023-07-29,Low
C6370,INDIVIDUAL,Camila Evans,EU,Software,2026-01-21,2023-07-29,Low
C6371,LEGAL_ENTITY,Lighthouse Foods BV,EU,Import/Export,2016-03-01,2023-07-29,Low
C6372,INDIVIDUAL,Carla Evans,EU,Education,2023-11-12,2023-07-29,Low
C6373,LEGAL_ENTITY,Maple Foods BV,EU,Healthcare Services,2016-01-17,2024-06-21,Medium
C6374,LEGAL_ENTITY,Northbridge Foods LLP,UK,Hospitality,2024-07-08,2024-06-21,Medium
C6375,INDIVIDUAL,Carmen Evans,EU,Shipping,2023-03-20,2023-07-29,Low
C6376,INDIVIDUAL,Charlotte Evans,US,Education,2021-09-07,2023-07-29,Low
C6377,INDIVIDUAL,Claire Evans,US,Private Investment,2017-05-21,2023-07-29,Low
C6378,INDIVIDUAL,Daniel Evans,EU,Food Processing,2019-11-07,2025-05-16,High
C6379,LEGAL_ENTITY,Oakridge Foods LLC,US,Mining Services,2023-02-16,2023-07-29,Low
C6380,INDIVIDUAL,Daria Evans,US,Hospitality,2021-01-24,2023-07-29,Low
C6381,INDIVIDUAL,Diego Evans,US,Telecom,2022-04-05,2023-07-29,Low
C6382,INDIVIDUAL,Dylan Evans,UK,Healthcare Services,2022-03-08,2025-05-16,High
C6383,INDIVIDUAL,Elena Evans,EU,Mining Services,2019-10-29,2024-06-21,Medium
C6384,LEGAL_ENTITY,Pioneer Foods GmbH,EU,Mining Services,2021-07-20,2023-07-29,Low
C6385,INDIVIDUAL,Elijah Evans,US,FinTech,2016-06-29,2023-07-29,Low
C6386,LEGAL_ENTITY,PrimeArc Foods Ltd,UK,Retail,2023-10-22,2025-05-16,High
C6387,INDIVIDUAL,Emily Evans,Offshore,Technology,2022-07-03,2025-05-16,High
C6388,LEGAL_ENTITY,Quarry Foods LLP,UK,Retail,2016-03-10,2023-07-29,Low
C6389,LEGAL_ENTITY,Redwood Foods Inc,US,Mining Services,2024-10-14,2024-06-21,Medium
C6390,INDIVIDUAL,Emma Evans,EU,Import/Export,2016-12-12,2024-06-21,Medium
C6391,INDIVIDUAL,Eva Evans,EU,Asset Management,2017-10-26,2025-05-16,High
C6392,INDIVIDUAL,Felix Evans,US,FinTech,2015-03-27,2023-07-29,Low
C6393,INDIVIDUAL,Gabriel Evans,EU,Wholesale Trade,2019-08-17,2024-06-21,Medium
C6394,LEGAL_ENTITY,Riverstone Foods LLC,US,Energy,2020-09-28,2024-06-21,Medium
C6395,INDIVIDUAL,Grace Evans,UK,Consulting,2024-10-29,2023-07-29,Low
C6396,INDIVIDUAL,Hannah Evans,US,Education,2024-10-18,2025-05-16,High
C6397,INDIVIDUAL,Henry Evans,UK,Healthcare Services,2015-04-09,2023-07-29,Low
C6398,LEGAL_ENTITY,Rosemont Foods Inc,US,Shipping,2025-09-21,2025-05-16,High
C6399,INDIVIDUAL,Hugo Evans,US,Retail,2020-04-27,2024-06-21,Medium
C6400,LEGAL_ENTITY,Sable Foods SA,EU,Pharmaceuticals,2025-07-15,2024-06-21,Medium
C6401,LEGAL_ENTITY,Silvergate Foods LLP,UK,Food Processing,2019-02-07,2023-07-29,Low
C6402,INDIVIDUAL,Iris Evans,EU,Hospitality,2022-08-09,2025-05-16,High
C6403,INDIVIDUAL,Isaac Evans,UK,Education,2017-03-16,2023-07-29,Low
C6404,INDIVIDUAL,Jade Evans,EU,Agribusiness,2025-07-05,2023-07-29,Low
C6405,INDIVIDUAL,James Evans,US,Logistics,2021-04-25,2025-05-16,High
C6406,LEGAL_ENTITY,Stonebridge Foods LLC,US,Luxury Goods,2022-09-15,2024-06-21,Medium
C6407,INDIVIDUAL,Jasper Evans,EU,Consulting,2015-05-16,2024-06-21,Medium
C6408,INDIVIDUAL,Julia Evans,UK,Manufacturing,2020-08-10,2023-07-29,Low
C6409,LEGAL_ENTITY,Summit Foods LLP,UK,Insurance Brokerage,2018-07-30,2023-07-29,Low
C6410,INDIVIDUAL,Julian Evans,UK,Education,2015-04-29,2025-05-16,High
C6411,INDIVIDUAL,Kara Evans,EU,Retail,2020-11-16,2023-07-29,Low
C6412,LEGAL_ENTITY,Tamarind Foods GmbH,EU,Agribusiness,2016-11-18,2023-07-29,Low
C6413,LEGAL_ENTITY,Trinity Foods GmbH,EU,Mining Services,2023-10-12,2023-07-29,Low
C6414,INDIVIDUAL,Kevin Evans,US,Energy,2019-09-21,2023-07-29,Low
C6415,LEGAL_ENTITY,Valiant Foods LLC,US,Pharmaceuticals,2024-09-29,2023-07-29,Low
C6416,INDIVIDUAL,Lena Evans,EU,Mining Services,2017-02-17,2023-07-29,Low
C6417,INDIVIDUAL,Leon Evans,Offshore,Logistics,2017-11-02,2023-07-29,Low
C6418,INDIVIDUAL,Liam Evans,US,Import/Export,2015-08-29,2023-07-29,Low
C6419,LEGAL_ENTITY,Westhaven Foods SA,EU,Shipping,2015-02-01,2023-07-29,Low
C6420,INDIVIDUAL,Lila Evans,EU,Energy Trading,2020-04-15,2024-06-21,Medium
C6421,INDIVIDUAL,Lucas Evans,US,Energy Trading,2022-02-15,2023-07-29,Low
C6422,LEGAL_ENTITY,Windward Foods LLP,UK,Construction,2022-08-18,2023-07-29,Low
C6423,LEGAL_ENTITY,Yarrow Foods BV,EU,Construction,2019-03-09,2023-07-29,Low
C6424,LEGAL_ENTITY,Zenith Foods SA,EU,Energy,2024-01-26,2023-07-29,Low
C6425,INDIVIDUAL,Mason Evans,EU,Education,2019-03-14,2023-07-29,Low
C6426,INDIVIDUAL,Maya Evans,EU,Construction,2018-12-28,2023-07-29,Low
C6427,INDIVIDUAL,Mia Evans,EU,Hospitality,2021-03-13,2023-07-29,Low
C6428,INDIVIDUAL,Naomi Evans,EU,Healthcare,2025-05-23,2024-06-21,Medium
C6429,INDIVIDUAL,Nathan Evans,US,FinTech,2024-10-19,2023-07-29,Low
C6430,LEGAL_ENTITY,Larkspur Foods BV,EU,Wholesale Trade,2016-12-28,2023-07-29,Low
C6431,LEGAL_ENTITY,Meridian Foods BV,EU,Manufacturing,2017-04-02,2024-06-21,Medium
C6432,INDIVIDUAL,Nina Evans,US,Healthcare Services,2022-10-22,2024-06-21,Medium
C6433,LEGAL_ENTITY,Northgate Foods Ltd,UK,Food Processing,2025-09-14,2023-07-29,Low
C6434,INDIVIDUAL,Noah Evans,EU,Education,2018-03-17,2025-05-16,High
C6435,INDIVIDUAL,Oliver Evans,US,Pharmaceuticals,2020-12-19,2023-07-29,Low
C6436,INDIVIDUAL,Olivia Evans,EU,Private Investment,2021-12-19,2025-05-16,High
C6437,INDIVIDUAL,Oscar Evans,EU,Private Investment,2022-03-02,2023-07-29,Low
C6438,LEGAL_ENTITY,Crescent Foods Inc,US,Private Investment,2024-06-03,2024-06-21,Medium
C6439,LEGAL_ENTITY,Elmwood Foods Corp,US,Hospitality,2025-10-16,2024-06-21,Medium
C6440,LEGAL_ENTITY,Foxhall Foods LLC,US,Pharmaceuticals,2021-06-07,2024-06-21,Medium
C6441,LEGAL_ENTITY,Greenline Foods BV,EU,Private Investment,2021-01-12,2024-06-21,Medium
C6442,LEGAL_ENTITY,Helix Foods Ltd,UK,Professional Services,2025-06-15,2023-07-29,Low
C6443,LEGAL_ENTITY,Inverness Foods Corp,US,Healthcare Services,2023-04-30,2024-06-21,Medium
C6444,LEGAL_ENTITY,Jasper Foods LLC,US,Mining Services,2023-06-09,2024-06-21,Medium
C6445,LEGAL_ENTITY,Kingsley Foods Ltd,UK,Energy,2018-09-10,2024-06-21,Medium
C6446,INDIVIDUAL,Priya Evans,US,Shipping,2017-12-19,2023-07-29,Low
C6447,LEGAL_ENTITY,Linden Foods LLC,US,Shipping,2021-02-23,2024-06-21,Medium
C6448,LEGAL_ENTITY,Monarch Foods LLC,US,Private Investment,2022-06-20,2023-07-29,Low
C6449,LEGAL_ENTITY,Novaline Foods BV,EU,Hospitality,2023-04-01,2023-07-29,Low
C6450,INDIVIDUAL,Quinn Evans,US,Agribusiness,2022-06-20,2023-07-29,Low
C6451,LEGAL_ENTITY,Orion Foods Corp,US,Healthcare Services,2021-06-14,2023-07-29,Low
C6452,LEGAL_ENTITY,Apex Energy LLC,US,Professional Services,2023-09-11,2023-07-29,Low
C6453,INDIVIDUAL,Rafael Evans,EU,Mining Services,2021-07-06,2023-07-29,Low
C6454,INDIVIDUAL,Rachel Evans,EU,Mining Services,2018-01-25,2023-07-29,Low
C6455,INDIVIDUAL,Ruby Evans,US,Asset Management,2015-08-26,2023-07-29,Low
C6456,LEGAL_ENTITY,Aster Energy Inc,US,Healthcare Services,2015-12-28,2023-07-29,Low
C6457,INDIVIDUAL,Sofia Evans,EU,Energy Trading,2020-10-18,2024-06-21,Medium
C6458,LEGAL_ENTITY,Bluecrest Energy BV,EU,Insurance Brokerage,2021-12-22,2023-07-29,Low
C6459,LEGAL_ENTITY,Bridgewater Energy Inc,US,Food Processing,2020-03-07,2025-05-16,High
C6460,INDIVIDUAL,Stella Evans,US,Media,2015-06-28,2023-07-29,Low
C6461,LEGAL_ENTITY,Cedar Energy Inc,US,Real Estate,2018-08-12,2023-07-29,Low
C6462,INDIVIDUAL,Thomas Evans,EU,Asset Management,2023-12-17,2024-06-21,Medium
C6463,INDIVIDUAL,Valeria Evans,EU,Hospitality,2025-10-13,2023-07-29,Low
C6464,LEGAL_ENTITY,Clearpath Energy LLC,US,Insurance Brokerage,2017-11-09,2025-05-16,High
C6465,INDIVIDUAL,Victor Evans,UK,Insurance Brokerage,2018-05-04,2025-05-16,High
C6466,LEGAL_ENTITY,Crown Energy Inc,US,Luxury Goods,2021-04-16,2023-07-29,Low
C6467,LEGAL_ENTITY,Evergreen Energy BV,EU,Real Estate,2022-08-31,2023-07-29,Low
C6468,INDIVIDUAL,Zoe Evans,US,Luxury Goods,2024-06-05,2024-06-21,Medium
C6469,LEGAL_ENTITY,Falcon Energy LLC,US,Luxury Goods,2022-12-21,2024-06-21,Medium
C6470,LEGAL_ENTITY,Fortress Energy Inc,US,FinTech,2017-05-19,2023-07-29,Low
C6471,INDIVIDUAL,Aaron Farrell,UK,Agribusiness,2019-05-27,2024-06-21,Medium
C6472,LEGAL_ENTITY,Harbor Energy LLP,UK,Construction,2015-09-16,2023-07-29,Low
C6473,LEGAL_ENTITY,Highland Energy Inc,US,Energy,2022-03-11,2024-06-21,Medium
C6474,INDIVIDUAL,Alice Farrell,US,Asset Management,2016-07-08,2023-07-29,Low
C6475,LEGAL_ENTITY,Ironwood Energy BV,EU,Telecom,2026-02-10,2023-07-29,Low
C6476,INDIVIDUAL,Amelia Farrell,US,Healthcare,2024-01-27,2023-07-29,Low
C6477,LEGAL_ENTITY,Keystone Energy GmbH,EU,Healthcare,2016-05-07,2023-07-29,Low
C6478,INDIVIDUAL,Andre Farrell,UK,Consulting,2026-02-16,2023-07-29,Low
C6479,LEGAL_ENTITY,Lighthouse Energy GmbH,EU,Energy Trading,2025-04-26,2023-07-29,Low
C6480,LEGAL_ENTITY,Maple Energy GmbH,EU,Healthcare,2018-07-26,2024-06-21,Medium
C6481,INDIVIDUAL,Angela Farrell,EU,Wholesale Trade,2022-10-26,2024-06-21,Medium
C6482,INDIVIDUAL,Anita Farrell,EU,Hospitality,2025-03-09,2023-07-29,Low
C6483,INDIVIDUAL,Arthur Farrell,UK,Manufacturing,2021-02-17,2025-05-16,High
C6484,INDIVIDUAL,Bianca Farrell,US,Logistics,2024-01-07,2024-06-21,Medium
C6485,INDIVIDUAL,Caleb Farrell,Offshore,Logistics,2024-03-28,2023-07-29,Low
C6486,INDIVIDUAL,Camila Farrell,UK,Retail,2017-08-06,2023-07-29,Low
C6487,LEGAL_ENTITY,Northbridge Energy LLP,UK,Technology,2021-05-12,2024-06-21,Medium
C6488,INDIVIDUAL,Carla Farrell,UK,Manufacturing,2015-07-02,2025-05-16,High
C6489,INDIVIDUAL,Carmen Farrell,EU,Manufacturing,2022-07-17,2023-07-29,Low
C6490,INDIVIDUAL,Charlotte Farrell,US,Private Investment,2018-09-21,2024-06-21,Medium
C6491,INDIVIDUAL,Claire Farrell,UK,Technology,2017-03-11,2023-07-29,Low
C6492,INDIVIDUAL,Daniel Farrell,US,Healthcare,2015-07-19,2024-06-21,Medium
C6493,LEGAL_ENTITY,Oakridge Energy BV,EU,Telecom,2020-04-26,2025-05-16,High
C6494,INDIVIDUAL,Daria Farrell,EU,Media,2021-05-07,2024-06-21,Medium
C6495,INDIVIDUAL,Diego Farrell,Offshore,Logistics,2019-10-16,2023-07-29,Low
C6496,LEGAL_ENTITY,Pioneer Energy Ltd,UK,Asset Management,2017-11-12,2023-07-29,Low
C6497,INDIVIDUAL,Dylan Farrell,UK,Manufacturing,2017-05-18,2024-06-21,Medium
C6498,LEGAL_ENTITY,PrimeArc Energy GmbH,EU,Logistics,2017-12-12,2024-06-21,Medium
C6499,INDIVIDUAL,Elena Farrell,EU,Shipping,2016-08-07,2023-07-29,Low
C6500,LEGAL_ENTITY,Quarry Energy SA,EU,Hospitality,2024-02-08,2024-06-21,Medium
C6501,INDIVIDUAL,Elijah Farrell,EU,Manufacturing,2017-07-10,2023-07-29,Low
C6502,INDIVIDUAL,Emily Farrell,US,Retail,2021-03-01,2023-07-29,Low
C6503,INDIVIDUAL,Emma Farrell,UK,Insurance Brokerage,2020-11-29,2023-07-29,Low
C6504,LEGAL_ENTITY,Redwood Energy GmbH,EU,Consulting,2024-04-17,2024-06-21,Medium
C6505,INDIVIDUAL,Eva Farrell,EU,Manufacturing,2024-04-26,2023-07-29,Low
C6506,INDIVIDUAL,Felix Farrell,EU,Logistics,2016-10-14,2023-07-29,Low
C6507,LEGAL_ENTITY,Riverstone Energy Ltd,Offshore,Insurance Brokerage,2021-08-10,2024-06-21,Medium
C6508,LEGAL_ENTITY,Rosemont Energy Ltd,UK,Asset Management,2023-10-10,2023-07-29,Low
C6509,INDIVIDUAL,Gabriel Farrell,US,Pharmaceuticals,2021-12-29,2025-05-16,High
C6510,INDIVIDUAL,Grace Farrell,UK,FinTech,2019-08-19,2024-06-21,Medium
C6511,INDIVIDUAL,Hannah Farrell,US,Wholesale Trade,2022-09-29,2023-07-29,Low
C6512,LEGAL_ENTITY,Sable Energy SA,EU,Education,2023-08-18,2024-06-21,Medium
C6513,INDIVIDUAL,Henry Farrell,US,Software,2015-07-06,2023-07-29,Low
C6514,LEGAL_ENTITY,Silvergate Energy GmbH,EU,Agribusiness,2025-10-11,2023-07-29,Low
C6515,INDIVIDUAL,Hugo Farrell,US,Construction,2019-09-03,2023-07-29,Low
C6516,LEGAL_ENTITY,Stonebridge Energy BV,EU,Consulting,2026-02-09,2023-07-29,Low
C6517,INDIVIDUAL,Iris Farrell,UK,Healthcare Services,2019-12-17,2024-06-21,Medium
C6518,LEGAL_ENTITY,Summit Energy LLC,US,Construction,2024-10-13,2023-07-29,Low
C6519,INDIVIDUAL,Isaac Farrell,EU,Education,2023-01-26,2023-07-29,Low
C6520,INDIVIDUAL,Jade Farrell,EU,Private Investment,2015-12-26,2023-07-29,Low
C6521,LEGAL_ENTITY,Tamarind Energy BV,EU,Shipping,2019-10-05,2023-07-29,Low
C6522,LEGAL_ENTITY,Trinity Energy GmbH,EU,FinTech,2022-04-18,2025-05-16,High
C6523,INDIVIDUAL,James Farrell,Offshore,Asset Management,2024-02-28,2023-07-29,Low
C6524,LEGAL_ENTITY,Valiant Energy BV,EU,Media,2025-08-05,2024-06-21,Medium
C6525,INDIVIDUAL,Jasper Farrell,Offshore,Retail,2025-06-02,2023-07-29,Low
C6526,INDIVIDUAL,Julia Farrell,EU,Retail,2024-09-25,2023-07-29,Low
C6527,INDIVIDUAL,Julian Farrell,EU,Private Investment,2016-10-11,2023-07-29,Low
C6528,INDIVIDUAL,Kara Farrell,US,Luxury Goods,2024-08-05,2023-07-29,Low
C6529,INDIVIDUAL,Kevin Farrell,US,Real Estate,2022-11-02,2023-07-29,Low
C6530,LEGAL_ENTITY,Westhaven Energy LLC,US,Import/Export,2024-08-31,2025-05-16,High
C6531,LEGAL_ENTITY,Windward Energy LLC,US,Pharmaceuticals,2016-12-21,2023-07-29,Low
C6532,INDIVIDUAL,Lena Farrell,UK,Real Estate,2021-08-04,2025-05-16,High
C6533,LEGAL_ENTITY,Yarrow Energy GmbH,EU,Construction,2020-06-02,2023-07-29,Low
C6534,LEGAL_ENTITY,Zenith Energy BV,EU,Asset Management,2025-06-21,2023-07-29,Low
C6535,LEGAL_ENTITY,Larkspur Energy Holdings Ltd,Offshore,Hospitality,2017-09-16,2023-07-29,Low
C6536,INDIVIDUAL,Leon Farrell,EU,Technology,2019-07-04,2023-07-29,Low
C6537,INDIVIDUAL,Liam Farrell,Offshore,Hospitality,2018-01-29,2023-07-29,Low
C6538,LEGAL_ENTITY,Meridian Energy Inc,US,FinTech,2017-01-06,2023-07-29,Low
C6539,INDIVIDUAL,Lila Farrell,US,Healthcare Services,2018-07-26,2023-07-29,Low
C6540,LEGAL_ENTITY,Northgate Energy Ltd,UK,Insurance Brokerage,2023-12-03,2023-07-29,Low
C6541,INDIVIDUAL,Lucas Farrell,EU,Private Investment,2026-02-02,2024-06-21,Medium
C6542,LEGAL_ENTITY,Crescent Energy Holdings Ltd,Offshore,Wholesale Trade,2022-04-21,2023-07-29,Low
C6543,INDIVIDUAL,Mason Farrell,UK,Insurance Brokerage,2016-03-02,2024-06-21,Medium
C6544,INDIVIDUAL,Maya Farrell,US,Pharmaceuticals,2022-12-29,2025-05-16,High
C6545,LEGAL_ENTITY,Elmwood Energy BV,EU,Shipping,2021-05-30,2025-05-16,High
C6546,INDIVIDUAL,Mia Farrell,EU,Software,2024-03-24,2023-07-29,Low
C6547,INDIVIDUAL,Naomi Farrell,Offshore,Energy Trading,2021-09-18,2023-07-29,Low
C6548,INDIVIDUAL,Nathan Farrell,US,Professional Services,2024-05-30,2023-07-29,Low
C6549,LEGAL_ENTITY,Foxhall Energy Corp,US,Real Estate,2016-04-15,2024-06-21,Medium
C6550,LEGAL_ENTITY,Greenline Energy SA,EU,Construction,2021-06-11,2025-05-16,High
C6551,INDIVIDUAL,Nina Farrell,EU,Healthcare Services,2020-05-10,2023-07-29,Low
C6552,INDIVIDUAL,Noah Farrell,EU,Manufacturing,2017-08-09,2023-07-29,Low
C6553,INDIVIDUAL,Oliver Farrell,EU,Retail,2023-10-01,2023-07-29,Low
C6554,LEGAL_ENTITY,Helix Energy Inc,US,Technology,2024-01-16,2024-06-21,Medium
C6555,LEGAL_ENTITY,Inverness Energy SA,EU,Private Investment,2022-05-20,2024-06-21,Medium
C6556,INDIVIDUAL,Olivia Farrell,US,Technology,2019-10-06,2023-07-29,Low
C6557,INDIVIDUAL,Oscar Farrell,US,Shipping,2021-02-23,2024-06-21,Medium
C6558,INDIVIDUAL,Priya Farrell,EU,Logistics,2024-03-03,2023-07-29,Low
C6559,INDIVIDUAL,Quinn Farrell,US,Pharmaceuticals,2019-05-22,2023-07-29,Low
C6560,LEGAL_ENTITY,Jasper Energy SPC,Offshore,Manufacturing,2015-07-17,2024-06-21,Medium
C6561,INDIVIDUAL,Rafael Farrell,UK,Private Investment,2017-07-12,2023-07-29,Low
C6562,LEGAL_ENTITY,Kingsley Energy Inc,US,Wholesale Trade,2020-02-24,2024-06-21,Medium
C6563,INDIVIDUAL,Rachel Farrell,US,Consulting,2025-05-13,2023-07-29,Low
C6564,INDIVIDUAL,Ruby Farrell,US,Energy Trading,2020-12-15,2025-05-16,High
C6565,LEGAL_ENTITY,Linden Energy Inc,US,Retail,2022-05-03,2023-07-29,Low
C6566,INDIVIDUAL,Sofia Farrell,UK,Healthcare Services,2023-08-28,2024-06-21,Medium
C6567,INDIVIDUAL,Stella Farrell,US,Food Processing,2017-08-14,2023-07-29,Low
C6568,INDIVIDUAL,Thomas Farrell,EU,Telecom,2017-05-01,2023-07-29,Low
C6569,INDIVIDUAL,Valeria Farrell,US,Retail,2021-09-19,2023-07-29,Low
C6570,INDIVIDUAL,Victor Farrell,US,Telecom,2018-02-15,2023-07-29,Low
C6571,INDIVIDUAL,Zoe Farrell,US,Consulting,2017-06-11,2024-06-21,Medium
C6572,INDIVIDUAL,Aaron Flores,UK,Mining Services,2023-01-21,2023-07-29,Low
C6573,INDIVIDUAL,Alice Flores,EU,Media,2016-04-23,2023-07-29,Low
C6574,INDIVIDUAL,Amelia Flores,Offshore,Agribusiness,2020-06-15,2023-07-29,Low
C6575,INDIVIDUAL,Andre Flores,US,Energy,2018-11-07,2024-06-21,Medium
C6576,INDIVIDUAL,Angela Flores,US,Education,2016-03-21,2023-07-29,Low
C6577,LEGAL_ENTITY,Monarch Energy SA,EU,Healthcare,2015-02-08,2023-07-29,Low
C6578,INDIVIDUAL,Anita Flores,EU,Logistics,2015-03-27,2023-07-29,Low
C6579,LEGAL_ENTITY,Novaline Energy SA,EU,Asset Management,2015-09-18,2023-07-29,Low
C6580,INDIVIDUAL,Arthur Flores,EU,Logistics,2026-02-21,2023-07-29,Low
C6581,INDIVIDUAL,Bianca Flores,Offshore,Insurance Brokerage,2016-05-07,2024-06-21,Medium
C6582,INDIVIDUAL,Caleb Flores,EU,Retail,2018-11-09,2024-06-21,Medium
C6583,INDIVIDUAL,Camila Flores,Offshore,Consulting,2025-04-04,2023-07-29,Low
C6584,LEGAL_ENTITY,Orion Energy SA,EU,Logistics,2019-11-21,2024-06-21,Medium
C6585,INDIVIDUAL,Carla Flores,EU,Asset Management,2022-07-31,2024-06-21,Medium
C6586,INDIVIDUAL,Carmen Flores,US,Healthcare,2019-08-10,2023-07-29,Low
C6587,INDIVIDUAL,Charlotte Flores,US,Construction,2020-07-31,2024-06-21,Medium
C6588,INDIVIDUAL,Claire Flores,EU,Technology,2025-03-25,2023-07-29,Low
C6589,INDIVIDUAL,Daniel Flores,EU,Hospitality,2024-02-25,2023-07-29,Low
C6590,LEGAL_ENTITY,Apex Retail Inc,US,Professional Services,2024-07-17,2023-07-29,Low
C6591,LEGAL_ENTITY,Aster Retail Inc,US,Manufacturing,2018-10-27,2023-07-29,Low
C6592,INDIVIDUAL,Daria Flores,EU,Mining Services,2018-05-25,2023-07-29,Low
C6593,LEGAL_ENTITY,Bluecrest Retail Holdings Ltd,Offshore,Wholesale Trade,2018-10-18,2023-07-29,Low
C6594,INDIVIDUAL,Diego Flores,Offshore,Construction,2024-03-19,2023-07-29,Low
C6595,LEGAL_ENTITY,Bridgewater Retail GmbH,EU,Construction,2021-09-24,2023-07-29,Low
C6596,INDIVIDUAL,Dylan Flores,US,FinTech,2025-09-05,2023-07-29,Low
C6597,INDIVIDUAL,Elena Flores,EU,Luxury Goods,2019-04-24,2023-07-29,Low
C6598,LEGAL_ENTITY,Cedar Retail Ltd,UK,Healthcare Services,2024-11-19,2024-06-21,Medium
C6599,INDIVIDUAL,Elijah Flores,EU,Logistics,2015-01-17,2023-07-29,Low
C6600,INDIVIDUAL,Emily Flores,US,Software,2024-11-10,2023-07-29,Low
C6601,INDIVIDUAL,Emma Flores,EU,Telecom,2016-03-07,2025-05-16,High
C6602,INDIVIDUAL,Eva Flores,US,Import/Export,2023-09-02,2023-07-29,Low
C6603,INDIVIDUAL,Felix Flores,UK,Professional Services,2021-06-06,2024-06-21,Medium
C6604,LEGAL_ENTITY,Clearpath Retail GmbH,EU,Software,2022-01-05,2025-05-16,High
C6605,INDIVIDUAL,Gabriel Flores,US,Wholesale Trade,2021-09-30,2025-05-16,High
C6606,LEGAL_ENTITY,Crown Retail LLC,US,Technology,2015-03-24,2023-07-29,Low
C6607,INDIVIDUAL,Grace Flores,US,Pharmaceuticals,2015-01-02,2025-05-16,High
C6608,INDIVIDUAL,Hannah Flores,EU,Food Processing,2016-03-16,2024-06-21,Medium
C6609,LEGAL_ENTITY,Evergreen Retail LLP,UK,Energy,2015-10-06,2023-07-29,Low
C6610,INDIVIDUAL,Henry Flores,US,Consulting,2023-02-04,2025-05-16,High
C6611,INDIVIDUAL,Hugo Flores,US,Education,2017-02-22,2025-05-16,High
C6612,INDIVIDUAL,Iris Flores,US,Telecom,2016-01-05,2025-05-16,High
