customer_id,dimension,passed,status,evaluation_details,findings,remediation_required,next_review_date
C064,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'UK', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C065,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'UK', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C066,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C067,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C068,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C069,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C070,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'UK', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C071,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C072,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C073,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'EU', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C074,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'EU', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C075,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C076,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'UK', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C077,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C078,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C079,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C080,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C081,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C082,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C083,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C084,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C085,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'UK', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C086,AML Screening,False,Non-Compliant,"{'risk_rating': 'High', 'jurisdiction': 'Offshore', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C087,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'UK', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C088,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'EU', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C089,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'UK', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C090,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'UK', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C091,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C092,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C093,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C094,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'EU', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C095,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C096,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C097,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'EU', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C098,AML Screening,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C099,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'UK', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C100,AML Screening,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'screening_evaluation': None, 'rescreening_evaluation': None, 'hit_evaluation': None}",['✗ No AML screening records found for customer'],True,2026-04-09
C001,Account Activity,False,Non-Compliant,"{'risk_rating': 'High', 'jurisdiction': 'EU', 'activity_status': 'ACTIVE', 'days_since_last_txn': 180, 'last_txn_date': '2025-10-11', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': True, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'High', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for High-risk tier'}, 'activity_compliance_flag': 'REVIEW_REACTIVATION'}","['[PASS] Account is ACTIVE: 180 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] REACTIVATION TRIGGER: Account approaching dormancy threshold; recent activity detected', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (High-risk)']",True,2026-07-08
C002,Account Activity,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'UK', 'activity_status': 'ACTIVE', 'days_since_last_txn': 52, 'last_txn_date': '2026-02-16', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'Low', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Low-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 52 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (Low-risk)']",True,2026-07-08
C003,Account Activity,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'activity_status': 'ACTIVE', 'days_since_last_txn': 101, 'last_txn_date': '2025-12-29', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'Medium', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Medium-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 101 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (Medium-risk)']",True,2026-07-08
C004,Account Activity,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'Offshore', 'activity_status': 'ACTIVE', 'days_since_last_txn': 61, 'last_txn_date': '2026-02-07', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'Medium', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Medium-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 61 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (Medium-risk)']",True,2026-07-08
C005,Account Activity,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'EU', 'activity_status': 'ACTIVE', 'days_since_last_txn': 141, 'last_txn_date': '2025-11-19', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'Low', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Low-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 141 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (Low-risk)']",True,2026-07-08
C006,Account Activity,False,Non-Compliant,"{'risk_rating': 'High', 'jurisdiction': 'EU', 'activity_status': 'ACTIVE', 'days_since_last_txn': 82, 'last_txn_date': '2026-01-17', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'High', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for High-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 82 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (High-risk)']",True,2026-07-08
C007,Account Activity,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'EU', 'activity_status': 'ACTIVE', 'days_since_last_txn': 72, 'last_txn_date': '2026-01-27', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'Medium', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Medium-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 72 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (Medium-risk)']",True,2026-07-08
C008,Account Activity,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'EU', 'activity_status': 'ACTIVE', 'days_since_last_txn': 97, 'last_txn_date': '2026-01-02', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'Low', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Low-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 97 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (Low-risk)']",True,2026-07-08
C009,Account Activity,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'EU', 'activity_status': 'ACTIVE', 'days_since_last_txn': 119, 'last_txn_date': '2025-12-11', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'Low', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Low-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 119 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (Low-risk)']",True,2026-07-08
C010,Account Activity,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'Offshore', 'activity_status': 'ACTIVE', 'days_since_last_txn': 136, 'last_txn_date': '2025-11-24', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'Medium', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Medium-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 136 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (Medium-risk)']",True,2026-07-08
C011,Account Activity,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'US', 'activity_status': 'DORMANT', 'days_since_last_txn': 496, 'last_txn_date': '2024-11-29', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': False}, 'kyc_review_alignment': {'risk_rating': 'Medium', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Medium-risk tier'}, 'activity_compliance_flag': 'REVIEW_DORMANCY'}","['[FAIL] Account is DORMANT: 496 days since last transaction (exceeds 365 day threshold)', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[INFO] KYC review cycle: Every 24 months (Medium-risk)']",True,2026-07-08
C012,Account Activity,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'Offshore', 'activity_status': 'DORMANT', 'days_since_last_txn': 997, 'last_txn_date': '2023-07-17', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': False}, 'kyc_review_alignment': {'risk_rating': 'Low', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Low-risk tier'}, 'activity_compliance_flag': 'REVIEW_DORMANCY'}","['[FAIL] Account is DORMANT: 997 days since last transaction (exceeds 365 day threshold)', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[INFO] KYC review cycle: Every 24 months (Low-risk)']",True,2026-07-08
C013,Account Activity,False,Non-Compliant,"{'risk_rating': 'High', 'jurisdiction': 'EU', 'activity_status': 'DORMANT', 'days_since_last_txn': 690, 'last_txn_date': '2024-05-19', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': False}, 'kyc_review_alignment': {'risk_rating': 'High', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for High-risk tier'}, 'activity_compliance_flag': 'REVIEW_DORMANCY'}","['[FAIL] Account is DORMANT: 690 days since last transaction (exceeds 365 day threshold)', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[INFO] KYC review cycle: Every 24 months (High-risk)']",True,2026-07-08
C014,Account Activity,False,Non-Compliant,"{'risk_rating': 'Low', 'jurisdiction': 'EU', 'activity_status': 'DORMANT', 'days_since_last_txn': 661, 'last_txn_date': '2024-06-17', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': False}, 'kyc_review_alignment': {'risk_rating': 'Low', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Low-risk tier'}, 'activity_compliance_flag': 'REVIEW_DORMANCY'}","['[FAIL] Account is DORMANT: 661 days since last transaction (exceeds 365 day threshold)', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[INFO] KYC review cycle: Every 24 months (Low-risk)']",True,2026-07-08
C015,Account Activity,False,Non-Compliant,"{'risk_rating': 'High', 'jurisdiction': 'EU', 'activity_status': 'DORMANT', 'days_since_last_txn': 1028, 'last_txn_date': '2023-06-16', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': False}, 'kyc_review_alignment': {'risk_rating': 'High', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for High-risk tier'}, 'activity_compliance_flag': 'REVIEW_DORMANCY'}","['[FAIL] Account is DORMANT: 1028 days since last transaction (exceeds 365 day threshold)', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[INFO] KYC review cycle: Every 24 months (High-risk)']",True,2026-07-08
C016,Account Activity,False,Non-Compliant,"{'risk_rating': 'High', 'jurisdiction': 'EU', 'activity_status': 'ACTIVE', 'days_since_last_txn': 52, 'last_txn_date': '2026-02-16', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'High', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for High-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 52 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (High-risk)']",True,2026-07-08
C017,Account Activity,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'Offshore', 'activity_status': 'DORMANT', 'days_since_last_txn': 604, 'last_txn_date': '2024-08-13', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': False}, 'kyc_review_alignment': {'risk_rating': 'Medium', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Medium-risk tier'}, 'activity_compliance_flag': 'REVIEW_DORMANCY'}","['[FAIL] Account is DORMANT: 604 days since last transaction (exceeds 365 day threshold)', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[INFO] KYC review cycle: Every 24 months (Medium-risk)']",True,2026-07-08
C018,Account Activity,False,Non-Compliant,"{'risk_rating': 'Medium', 'jurisdiction': 'Offshore', 'activity_status': 'DORMANT', 'days_since_last_txn': 407, 'last_txn_date': '2025-02-26', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': False}, 'kyc_review_alignment': {'risk_rating': 'Medium', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for Medium-risk tier'}, 'activity_compliance_flag': 'REVIEW_DORMANCY'}","['[FAIL] Account is DORMANT: 407 days since last transaction (exceeds 365 day threshold)', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[INFO] KYC review cycle: Every 24 months (Medium-risk)']",True,2026-07-08
C019,Account Activity,False,Non-Compliant,"{'risk_rating': 'High', 'jurisdiction': 'UK', 'activity_status': 'DORMANT', 'days_since_last_txn': 717, 'last_txn_date': '2024-04-22', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': False}, 'kyc_review_alignment': {'risk_rating': 'High', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for High-risk tier'}, 'activity_compliance_flag': 'REVIEW_DORMANCY'}","['[FAIL] Account is DORMANT: 717 days since last transaction (exceeds 365 day threshold)', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[INFO] KYC review cycle: Every 24 months (High-risk)']",True,2026-07-08
C020,Account Activity,False,Non-Compliant,"{'risk_rating': 'High', 'jurisdiction': 'Offshore', 'activity_status': 'ACTIVE', 'days_since_last_txn': 66, 'last_txn_date': '2026-02-02', 'transaction_metrics': {'txn_count_30d': 0, 'txn_count_12m': 1, 'avg_monthly_txn_count': 0, 'days_of_history': 0}, 'event_triggers': {'reactivation_flag': False, 'volume_spike_flag': False, 'above_expected_activity': False, 'below_expected_activity': True}, 'kyc_review_alignment': {'risk_rating': 'High', 'review_interval_months': 24, 'next_kyc_review_due': '2028-03-29', 'review_note': 'KYC review due every 24 months for High-risk tier'}, 'activity_compliance_flag': 'REVIEW_ACTIVITY_ANOMALY'}","['[PASS] Account is ACTIVE: 66 days since last transaction', '[INFO] Transaction history: 1 txns over 0 days (avg: 0 txns/month)', '[INFO] Recent activity (30d): 0 transactions', '[WARN] BELOW EXPECTED ACTIVITY: Active account with transaction volume below 25% of expected baseline', '[INFO] KYC review cycle: Every 24 months (High-risk)']",True,2026-07-08
